emp_no,first_name,last_name,title,from_date,salary
249504,Dmitry,Velardi,Senior Engineer,2000-02-29,40000
249780,Nechama,Gaughan,Assistant Engineer,1986-01-16,56733
249780,Nechama,Gaughan,Engineer,1991-01-16,56733
249780,Nechama,Gaughan,Senior Engineer,1996-01-16,56733
249799,Jolita,Neimat,Engineer,1993-12-27,41338
249866,Steen,Gubsky,Staff,1989-01-14,49410
249799,Jolita,Neimat,Senior Engineer,1999-12-27,41338
250411,Ranga,Sommen,Senior Staff,1996-01-21,54722
249969,Georgi,Luiz,Engineer,1991-06-10,73578
249969,Georgi,Luiz,Senior Engineer,1999-06-10,73578
250411,Ranga,Sommen,Staff,1989-01-20,54722
250748,Kish,Turnbull,Engineer,1987-02-10,40000
250452,Alexius,Plavsic,Senior Engineer,2000-01-17,55615
250748,Kish,Turnbull,Senior Engineer,1994-02-10,40000
251166,Hinrich,Hooghiemstra,Senior Staff,1993-10-05,74699
251166,Hinrich,Hooghiemstra,Staff,1985-10-05,74699
251341,Divier,Kumaresan,Senior Staff,1998-12-05,40000
251233,Yucel,Bernini,Engineer,1993-02-19,47919
251233,Yucel,Bernini,Senior Engineer,1998-02-19,47919
251341,Divier,Kumaresan,Staff,1992-12-05,40000
251301,Pintsang,Impagliazzo,Senior Staff,1989-05-06,51640
251403,Utpal,DuBourdieux,Technique Leader,1997-11-19,40000
251437,Shichao,Iwayama,Assistant Engineer,1989-10-17,40000
251437,Shichao,Iwayama,Engineer,1996-10-17,40000
251645,Bezalel,Tsunoo,Senior Staff,2001-06-17,54614
251645,Bezalel,Tsunoo,Staff,1992-06-17,54614
251680,Moty,Sommen,Senior Engineer,1990-08-14,54883
251814,Mitsuyuki,Zockler,Technique Leader,1998-09-14,42555
252185,Chaosheng,Conta,Assistant Engineer,1997-04-14,44552
252185,Chaosheng,Conta,Engineer,2002-04-14,44552
252241,Zito,Alvarado,Senior Staff,1986-07-07,40000
252316,Gill,Niizuma,Engineer,1994-10-08,46232
252316,Gill,Niizuma,Senior Engineer,1999-10-08,46232
252318,Keung,Simmel,Technique Leader,1995-11-17,40000
252392,Sanjeeva,Peron,Engineer,1993-12-26,40000
252392,Sanjeeva,Peron,Senior Engineer,1999-12-26,40000
252592,Sachem,McDermid,Senior Engineer,1987-04-30,51711
253029,Thodoros,Thimonier,Engineer,1995-04-05,40000
253707,Insup,Hainaut,Staff,1998-02-11,57777
253893,Huiqun,Trystram,Senior Engineer,1993-05-10,44376
254044,Gunilla,Brendel,Engineer,1992-04-10,40000
253838,Stafford,Terlouw,Assistant Engineer,1999-02-21,40000
254044,Gunilla,Brendel,Senior Engineer,2000-04-10,40000
254399,Armond,Lores,Technique Leader,1999-09-16,58503
254591,Mamdouh,Lodder,Staff,1986-03-23,75535
254916,Serenella,Couchot,Senior Staff,1997-03-15,44158
254787,Mohan,Chepyzhov,Senior Engineer,1995-04-06,45164
254821,Tonny,Couchot,Staff,1994-12-12,58821
255657,Oldrich,Cyre,Engineer,1985-02-10,40000
255466,Huan,Roccetti,Senior Engineer,1985-07-03,53964
255657,Oldrich,Cyre,Senior Engineer,1994-02-10,40000
255779,Heejo,Merle,Technique Leader,1997-09-04,40000
256216,Halsur,Brodal,Engineer,1997-11-22,40000
256078,Duke,Picaronny,Staff,1995-03-23,78310
256856,Hongzue,Barbanera,Senior Staff,1995-06-17,40000
256856,Hongzue,Barbanera,Staff,1987-06-17,40000
256837,Bezalel,Jording,Staff,1991-01-16,40000
256881,Ioana,Jakobus,Engineer,1990-08-10,45924
256881,Ioana,Jakobus,Senior Engineer,1999-08-10,45924
256888,Heather,Pehl,Staff,1993-09-15,50006
257378,Pascal,Bernatsky,Senior Staff,1995-09-04,45349
257062,Stabislas,Pardalos,Engineer,1989-06-21,53285
257062,Stabislas,Pardalos,Senior Engineer,1997-06-21,53285
257378,Pascal,Bernatsky,Staff,1988-09-03,45349
257624,Adhemar,Dalphin,Senior Staff,1995-06-02,40000
257469,Anyuan,Hanratty,Senior Staff,1996-01-06,53367
257469,Anyuan,Hanratty,Staff,1988-01-06,53367
257484,Shaowei,Nicolson,Senior Staff,1995-12-07,40000
257484,Shaowei,Nicolson,Staff,1986-12-07,40000
257624,Adhemar,Dalphin,Staff,1990-06-02,40000
257799,Sushant,Riefers,Engineer,1987-12-05,40000
257799,Sushant,Riefers,Senior Engineer,1993-12-04,40000
258124,Mariusz,Zolotykh,Senior Staff,1990-07-28,84665
258028,Mountaz,Reinhart,Engineer,2000-01-21,55108
258363,Tayeb,Veevers,Staff,1986-10-10,40000
258376,Jaber,Falco,Engineer,1995-10-01,54809
258643,Przemyslawa,Esposito,Engineer,1992-02-27,47581
258470,Weiwu,Butner,Staff,1995-02-14,98002
258643,Przemyslawa,Esposito,Senior Engineer,2001-02-26,47581
259611,Shuichi,Marrakchi,Senior Staff,1990-08-21,57203
259042,Xiaoqiang,Farrow,Staff,1997-01-01,67056
259237,Palash,Gammage,Senior Staff,1994-10-23,40000
259237,Palash,Gammage,Staff,1987-10-23,40000
259273,Xiahua,Gomatam,Senior Engineer,1989-12-01,52325
259619,Conal,Magliocco,Senior Staff,1992-05-09,41263
260083,Kwok,Journel,Staff,1997-12-22,40000
259718,Stepehn,Bouloucos,Senior Staff,1997-09-16,57915
259718,Stepehn,Bouloucos,Staff,1991-09-17,57915
260249,Vugranam,Beausoleil,Staff,1998-05-14,49234
260153,Mingdong,Baar,Technique Leader,1991-10-14,71781
260399,Hatem,Birsak,Senior Staff,1995-04-10,63485
260399,Hatem,Birsak,Staff,1989-04-10,63485
260361,Reinhold,Rahier,Engineer,1995-06-06,40000
260408,Sasan,Brookner,Senior Staff,2001-09-03,40000
260408,Sasan,Brookner,Staff,1996-09-03,40000
261184,Masako,Kornatzky,Senior Engineer,1987-08-29,51696
260501,Dzung,Pargas,Technique Leader,1990-05-17,59070
260545,Fei,Rebaine,Senior Engineer,1995-05-05,50079
261631,Jianhua,Huttel,Engineer,1998-02-23,48817
262328,Mayuko,Vural,Staff,1997-12-24,63741
261662,Berni,Assaf,Senior Staff,1989-09-08,64577
261737,Mark,Lindqvist,Engineer,1990-11-22,40000
261737,Mark,Lindqvist,Senior Engineer,1997-11-22,40000
261986,Gila,Ramsak,Senior Engineer,1997-05-13,50346
261990,Volkmar,Czaja,Senior Staff,1998-04-01,55592
261990,Volkmar,Czaja,Staff,1992-04-01,55592
262154,Wonhee,Vrecion,Engineer,1986-03-14,40000
262154,Wonhee,Vrecion,Senior Engineer,1991-03-14,40000
262208,Mrinalini,Holburn,Senior Staff,1987-04-20,82779
262210,Chinho,Bottner,Assistant Engineer,1985-07-29,50052
262210,Chinho,Bottner,Engineer,1992-07-29,50052
262210,Chinho,Bottner,Senior Engineer,1999-07-30,50052
262439,Lorien,Lagarias,Senior Staff,1994-10-10,78223
262439,Lorien,Lagarias,Staff,1985-10-10,78223
262440,Subbu,Kaiserswerth,Assistant Engineer,1992-06-15,45056
262741,Izaskun,Moffat,Senior Staff,1994-04-30,48364
262548,Jixiang,Loncour,Engineer,1994-03-16,40030
262636,Tamiya,Reutenauer,Senior Engineer,1985-06-02,62056
262741,Izaskun,Moffat,Staff,1987-04-30,48364
262752,Pramod,Bierman,Engineer,1997-12-12,63602
263012,Hideo,Buchter,Staff,1999-05-01,40755
262861,Kayoko,Attimonelli,Senior Staff,1997-10-14,82077
262861,Kayoko,Attimonelli,Staff,1992-10-14,82077
262928,Piyush,Gill,Engineer,1990-08-31,40000
262928,Piyush,Gill,Senior Engineer,1998-08-31,40000
263186,Danny,Lowrie,Technique Leader,1995-09-13,40000
263325,Dinkar,Sinicrope,Staff,1985-07-12,65564
263370,Shakhar,Ranze,Staff,1999-05-29,76883
263645,Mingsen,Lally,Senior Engineer,1990-12-04,62104
263439,Atreye,Kabayashi,Senior Engineer,1986-12-15,40000
263649,Mechthild,Zongker,Senior Staff,1993-07-26,67578
264030,Zdislav,Solares,Assistant Engineer,1990-12-14,40000
263721,Abdulah,Horswill,Engineer,1999-06-12,57417
263926,Fusako,Schwartzbauer,Senior Staff,1993-04-07,43694
263926,Fusako,Schwartzbauer,Staff,1985-04-07,43694
264030,Zdislav,Solares,Engineer,1998-12-14,40000
264322,Leandro,Swist,Senior Staff,1997-01-05,58053
264001,Khalil,Mapelli,Senior Engineer,1990-01-15,49620
264167,Baoqiu,Tomescu,Senior Engineer,1996-05-01,59581
264322,Leandro,Swist,Staff,1991-01-06,58053
264626,Noritoshi,Bakhtari,Senior Staff,1998-02-03,40000
264626,Noritoshi,Bakhtari,Staff,1993-02-03,40000
264939,Bogdan,Bahi,Engineer,1985-02-09,40000
264715,Siddarth,Luke,Staff,1993-10-06,87151
264939,Bogdan,Bahi,Senior Engineer,1992-02-10,40000
265521,Kensei,Salverda,Engineer,1993-05-25,52088
265039,Navid,Staudhammer,Senior Staff,2000-10-18,71928
265039,Navid,Staudhammer,Staff,1992-10-18,71928
265521,Kensei,Salverda,Senior Engineer,2001-05-25,52088
265558,Susuma,Kleiser,Senior Staff,1994-08-02,79792
265558,Susuma,Kleiser,Staff,1987-08-02,79792
265794,Miquel,Halloran,Senior Staff,2002-01-14,83098
265794,Miquel,Halloran,Staff,1994-01-14,83098
266206,Zsolt,Anily,Senior Staff,1991-08-19,63169
265875,Fan,Marsiglia,Engineer,1989-09-03,44708
265875,Fan,Marsiglia,Senior Engineer,1997-09-03,44708
266206,Zsolt,Anily,Staff,1985-08-19,63169
266249,Sumant,Nishimukai,Senior Staff,1991-03-28,65301
266310,Zvonko,Serdy,Senior Staff,1992-06-23,40000
266310,Zvonko,Serdy,Staff,1987-06-24,40000
266644,Anwar,Gubsky,Senior Staff,1999-08-09,40000
266644,Anwar,Gubsky,Staff,1993-08-09,40000
266862,Mart,Plumb,Senior Staff,1986-04-21,40000
266689,Parke,Serna,Senior Engineer,1985-03-29,41983
266981,Toshimi,Kragelund,Assistant Engineer,1988-02-21,46155
266881,Mokhtar,Sabnani,Senior Staff,1997-08-28,40000
266881,Mokhtar,Sabnani,Staff,1990-08-28,40000
266981,Toshimi,Kragelund,Engineer,1993-02-20,46155
267059,Moie,Tempesti,Senior Staff,2000-06-28,51878
267059,Moie,Tempesti,Staff,1991-06-29,51878
267304,Jordanka,Axelband,Senior Staff,1994-06-27,61938
267227,Susuma,Tagansky,Engineer,1995-01-22,40000
267504,Mayuri,Flowers,Staff,1997-05-12,77438
267667,Irena,Kaiserswerth,Senior Staff,1994-09-05,75381
267227,Susuma,Tagansky,Senior Engineer,2001-01-21,40000
267667,Irena,Kaiserswerth,Staff,1987-09-05,75381
268191,LiMin,Teitelbaum,Engineer,1990-11-01,53601
267745,Wojceich,Honglei,Engineer,1991-12-28,62350
267745,Wojceich,Honglei,Senior Engineer,1997-12-27,62350
268043,Narain,Mikschl,Engineer,1997-11-02,40000
268191,LiMin,Teitelbaum,Senior Engineer,1995-11-01,53601
269186,Vitali,Dayang,Technique Leader,1988-09-21,70562
268890,Somnath,Uhrik,Engineer,1988-01-14,72147
269728,Naftali,Kragelund,Senior Staff,1993-05-15,71296
269568,Rimli,Walston,Staff,1996-01-28,47093
269728,Naftali,Kragelund,Staff,1987-05-16,71296
270716,Shunichi,Baer,Staff,1998-02-04,104010
270084,Ulises,Frolund,Senior Staff,1993-07-26,40000
270084,Ulises,Frolund,Staff,1986-07-26,40000
271106,Taisook,Kampfer,Engineer,1997-11-30,57783
270792,Domenico,Wendorf,Engineer,1988-09-08,40000
270794,Dannz,Zhang,Senior Staff,1991-06-26,73566
270821,Hatem,Bierbaum,Staff,1999-09-07,61289
271219,Odoardo,Tyugu,Engineer,1994-11-07,40000
271975,Yuchang,Busillo,Engineer,1986-03-30,62250
271118,Somnath,Nitsche,Assistant Engineer,1987-08-15,40000
271118,Somnath,Nitsche,Engineer,1993-08-14,40000
271118,Somnath,Nitsche,Senior Engineer,1999-08-14,40000
272141,Tsutomu,Neiman,Senior Staff,1993-05-05,40000
272285,Gully,Mitchem,Senior Staff,1995-01-22,40000
272141,Tsutomu,Neiman,Staff,1986-05-05,40000
272316,Surveyors,Muhling,Engineer,1999-07-19,46031
272285,Gully,Mitchem,Staff,1986-01-22,40000
272452,Mitsuyuki,Isard,Engineer,1996-08-17,60967
272860,Minghong,Candan,Assistant Engineer,1994-02-10,40000
272599,Holgard,Hegner,Senior Staff,1998-07-15,42096
272599,Holgard,Hegner,Staff,1993-07-15,42096
273159,Divine,Hofmeyr,Technique Leader,1989-04-14,40000
273274,Yolla,Kobara,Engineer,1995-12-29,58610
273396,Wayne,Baba,Engineer,1998-03-07,60301
273286,Brigham,Asmuth,Engineer,1989-01-23,43159
273286,Brigham,Asmuth,Senior Engineer,1996-01-24,43159
273858,Gunilla,Matzen,Senior Staff,1995-12-28,66820
273858,Gunilla,Matzen,Staff,1990-12-28,66820
274271,Prodip,Ritcey,Senior Staff,1993-09-10,55623
273806,Hongzhu,Beetstra,Senior Staff,2000-01-24,81637
273806,Hongzhu,Beetstra,Staff,1991-01-24,81637
274071,Mingsen,Weiland,Staff,1995-10-12,40000
274369,Ranga,Waymire,Senior Staff,1997-01-27,44399
274271,Prodip,Ritcey,Staff,1986-09-10,55623
274813,Yefim,Pettey,Senior Staff,2000-08-07,66431
274813,Yefim,Pettey,Staff,1993-08-07,66431
275263,Vojin,Laventhal,Engineer,1991-10-18,64702
275158,Satyanarayana,Brandsma,Engineer,1999-12-08,93286
275444,Limsoon,Leppanen,Engineer,1993-01-21,55338
275444,Limsoon,Leppanen,Senior Engineer,2000-01-22,55338
275495,Shen,Yamaashi,Staff,1995-02-19,41626
275263,Vojin,Laventhal,Senior Engineer,1999-10-18,64702
275881,Jiann,Munro,Senior Engineer,1988-05-18,40000
275994,Uma,Prampolini,Engineer,1991-02-21,40000
275801,Ayakannu,Heinisuo,Senior Staff,1986-06-28,70395
275994,Uma,Prampolini,Senior Engineer,1998-02-21,40000
276027,Holgard,Stavenow,Senior Staff,1995-02-28,40000
276027,Holgard,Stavenow,Staff,1986-02-28,40000
276184,Mari,Swick,Senior Staff,1991-04-08,77922
276186,Sajjad,Vecchi,Senior Staff,1998-06-02,40000
276186,Sajjad,Vecchi,Staff,1993-06-02,40000
276189,Isaac,Klerer,Senior Staff,2000-03-18,47945
276189,Isaac,Klerer,Staff,1995-03-19,47945
276445,Atilio,Randi,Engineer,1988-07-02,63137
276445,Atilio,Randi,Senior Engineer,1994-07-02,63137
276472,Hideyuki,Flanders,Engineer,1988-11-10,49162
276472,Hideyuki,Flanders,Senior Engineer,1994-11-10,49162
277420,Rayond,Schach,Engineer,1995-04-22,40000
276563,Gift,Solares,Senior Staff,1995-08-01,40000
276868,Alois,Sanella,Staff,1998-03-13,61613
276922,Yongmin,Sidje,Engineer,1998-06-09,55626
277420,Rayond,Schach,Senior Engineer,2001-04-21,40000
277316,Vitali,Rothenberg,Senior Staff,1998-10-04,86493
277316,Vitali,Rothenberg,Staff,1989-10-04,86493
277777,Herbert,Itzigehl,Senior Engineer,1990-07-04,40000
277362,Uzi,Kugler,Senior Staff,1991-01-12,40000
277926,Shaunak,Solovay,Senior Staff,1992-12-26,81094
277829,Michaela,Fandrianto,Senior Engineer,1986-06-02,40000
278386,Caolyn,Poujol,Technique Leader,1995-12-03,42957
278239,Boaz,Bottner,Staff,1994-02-06,40000
278452,Sudhanshu,Toyoshima,Senior Staff,1993-08-28,40000
278452,Sudhanshu,Toyoshima,Staff,1987-08-29,40000
278484,Koldo,Peternell,Staff,1992-11-05,40000
278536,Munenori,Shobatake,Senior Staff,1999-01-10,70597
278536,Munenori,Shobatake,Staff,1992-01-10,70597
278883,Hidefumi,Saoudi,Engineer,1990-09-15,42971
278549,Jaana,Werthner,Senior Staff,1997-07-27,89009
278549,Jaana,Werthner,Staff,1989-07-27,89009
279280,Niranjan,Debuse,Engineer,1992-09-21,40000
278953,Jeanna,Ghandeharizadeh,Senior Engineer,1990-08-11,40000
279115,Maren,DuCasse,Engineer,1997-11-29,55885
279280,Niranjan,Debuse,Senior Engineer,2001-09-21,40000
279791,Chiranjit,Lyonns,Assistant Engineer,1986-12-24,40000
279384,Hugo,Comte,Senior Staff,1992-06-30,40000
279791,Chiranjit,Lyonns,Engineer,1995-12-24,40000
280411,Hironoby,Farrar,Technique Leader,1987-11-03,79083
280029,Vasilii,Verhaegen,Staff,1991-03-25,60018
280070,Niteen,Ebeling,Senior Staff,1993-03-29,43684
280070,Niteen,Ebeling,Staff,1988-03-29,43684
280291,Lenore,Badache,Staff,1998-11-24,41617
280420,Jahangir,Hofting,Senior Staff,1993-09-28,80385
280420,Jahangir,Hofting,Staff,1986-09-28,80385
280648,Heeju,Lorys,Engineer,1986-12-27,61217
280525,Kish,Herbst,Staff,1996-08-18,100167
280648,Heeju,Lorys,Senior Engineer,1992-12-26,61217
280836,Ipke,Farrar,Senior Engineer,1991-03-04,59611
281180,Phillip,Fontet,Staff,1991-09-03,41593
281570,Zijian,Covnot,Assistant Engineer,1994-09-13,50023
281834,Fumitake,Marchegay,Assistant Engineer,1991-09-29,46522
281692,Khosrow,Sommen,Senior Engineer,1990-03-03,45215
282000,Hideo,Ratnakar,Assistant Engineer,1985-06-13,58482
281848,Parke,Staylopatis,Engineer,1993-07-31,40000
281848,Parke,Staylopatis,Senior Engineer,1999-07-31,40000
281859,Masanao,Papastamatiou,Engineer,1985-11-25,56239
282000,Hideo,Ratnakar,Engineer,1991-06-13,58482
281859,Masanao,Papastamatiou,Senior Engineer,1993-11-25,56239
282000,Hideo,Ratnakar,Senior Engineer,1997-06-12,58482
282191,Alper,Shinomoto,Engineer,1997-10-20,41448
282343,Xinglin,Haldar,Senior Staff,1993-07-20,77230
282343,Xinglin,Haldar,Staff,1988-07-20,77230
282699,Candida,Felcyn,Assistant Engineer,1986-08-04,50975
282333,Nahla,Serdy,Senior Staff,2000-09-09,40000
282333,Nahla,Serdy,Staff,1993-09-09,40000
282547,Nahum,Codenie,Engineer,1999-06-14,40754
282585,Zijian,Lammel,Staff,1996-07-01,43246
282699,Candida,Felcyn,Engineer,1995-08-04,50975
282862,Chenxi,Pusterhofer,Staff,1996-06-02,67073
282894,Fay,Bellmore,Engineer,1989-05-03,53242
282894,Fay,Bellmore,Senior Engineer,1998-05-03,53242
283041,Nathalie,Foote,Senior Engineer,1991-07-20,40000
284300,Ishfaq,Mahmud,Senior Staff,1996-11-28,90644
283138,Cullen,Mikschl,Senior Staff,1990-01-16,40000
283168,Sanjai,Kopetz,Assistant Engineer,1999-04-19,61811
284045,Fun,Seiwald,Engineer,1994-06-24,57634
284300,Ishfaq,Mahmud,Staff,1991-11-29,90644
284561,Duri,Beznosov,Senior Engineer,1988-02-15,50960
284431,Pintsang,Fujisawa,Senior Staff,2002-04-16,65037
284431,Pintsang,Fujisawa,Staff,1996-04-16,65037
284711,Martijn,Azevdeo,Senior Engineer,1988-02-10,57721
284717,Gal,Ranta,Engineer,1992-11-07,40000
284717,Gal,Ranta,Senior Engineer,1997-11-07,40000
284856,Moto,Kobara,Engineer,1991-12-12,40000
284687,Oksana,Redmiles,Engineer,1985-06-22,40000
284687,Oksana,Redmiles,Senior Engineer,1992-06-22,40000
284691,Theron,Ressouche,Engineer,1988-08-17,40000
284691,Theron,Ressouche,Senior Engineer,1994-08-17,40000
284856,Moto,Kobara,Senior Engineer,1998-12-12,40000
285396,Lena,Kohling,Engineer,1986-10-04,66793
284954,Anneke,Hammerschmidt,Engineer,1996-01-30,40000
285149,Nahum,Schahn,Senior Engineer,1998-02-17,43781
285164,Xiaocheng,Kumaresan,Staff,1994-10-03,91283
285396,Lena,Kohling,Senior Engineer,1991-10-04,66793
285318,Theron,Ravishankar,Engineer,1991-12-27,43328
285905,Kellyn,Bage,Senior Staff,1994-11-04,51667
285318,Theron,Ravishankar,Senior Engineer,1998-12-27,43328
285906,Arnould,Buescher,Engineer,1998-03-26,49297
286370,Toshimitsu,Seuren,Senior Staff,2000-01-19,45618
286026,Utpal,Zaumen,Senior Staff,1997-02-24,65537
286026,Utpal,Zaumen,Staff,1991-02-25,65537
286029,Jaques,Nanard,Staff,1996-07-16,41827
286370,Toshimitsu,Seuren,Staff,1995-01-19,45618
286573,Nahum,Nishimukai,Engineer,1991-02-02,40000
286452,Behnaam,Bierbaum,Engineer,1999-01-31,43036
286573,Nahum,Nishimukai,Senior Engineer,1997-02-01,40000
287436,Sasan,Deville,Technique Leader,1994-10-11,40301
286779,Sigeru,Versino,Engineer,1998-08-31,54400
286986,Woody,Trelles,Senior Engineer,1996-05-23,55706
287323,Steve,Dengi,Staff,1999-09-15,73295
287327,Youjian,Felder,Senior Staff,2000-07-15,58866
287327,Youjian,Felder,Staff,1993-07-15,58866
287482,Shigeaki,Gihr,Engineer,1994-03-18,63479
287334,Elliott,Speer,Engineer,1998-08-08,47441
287482,Shigeaki,Gihr,Senior Engineer,2002-03-18,63479
287583,Jovan,Hockney,Engineer,1990-06-21,47726
287583,Jovan,Hockney,Senior Engineer,1997-06-21,47726
287609,Sailaja,Negoita,Assistant Engineer,1988-01-20,48605
287609,Sailaja,Negoita,Engineer,1994-01-19,48605
287609,Sailaja,Negoita,Senior Engineer,2000-01-19,48605
287808,Vidar,Ozeki,Technique Leader,1996-06-17,51801
287713,Aamod,Ranka,Senior Staff,1992-12-07,46369
287822,Mooi,Perfilyeva,Engineer,1998-05-11,55732
287984,Troy,Kobuchi,Senior Engineer,1999-02-12,45001
288028,Kauko,Narwekar,Engineer,1985-12-16,50537
287983,Randi,Munos,Senior Staff,1990-09-07,83519
287984,Troy,Kobuchi,Engineer,1991-02-12,45001
288028,Kauko,Narwekar,Senior Engineer,1994-12-16,50537
288560,Yifei,Birjandi,Senior Staff,1999-02-07,64818
288134,IEEE,VanScheik,Staff,1992-02-11,40000
288142,Shay,Heystek,Senior Staff,1995-04-01,67640
288142,Shay,Heystek,Staff,1989-04-01,67640
288166,Masoud,Asmuth,Staff,1994-09-05,66034
288560,Yifei,Birjandi,Staff,1994-02-07,64818
288563,Cristinel,Gerlach,Engineer,1996-01-09,40000
288563,Cristinel,Gerlach,Senior Engineer,2001-01-08,40000
288606,Susumu,Swiss,Senior Staff,1996-11-14,93892
288893,Bedrich,Rosenbaum,Engineer,1991-01-27,40000
288606,Susumu,Swiss,Staff,1991-11-15,93892
288665,Horward,Khasidashvili,Senior Engineer,1998-11-19,48607
288893,Bedrich,Rosenbaum,Senior Engineer,1998-01-27,40000
289122,Nikolaus,Akaboshi,Staff,1990-09-20,40000
288848,Vivian,Hennebert,Staff,1991-04-10,66178
289687,Fai,Maccarone,Senior Staff,1993-10-30,45390
289454,Bowen,Narwekar,Senior Engineer,1985-03-08,52363
289687,Fai,Maccarone,Staff,1985-10-30,45390
289909,Hilari,Vecchio,Senior Staff,1998-04-24,73997
289807,Soenke,Lemarechal,Senior Staff,2000-09-03,40000
289807,Soenke,Lemarechal,Staff,1994-09-04,40000
289909,Hilari,Vecchio,Staff,1993-04-24,73997
290075,Boalin,Byoun,Senior Staff,1996-09-30,49861
290075,Boalin,Byoun,Staff,1990-10-01,49861
290009,Zijian,Rindone,Senior Staff,1997-07-09,40000
290009,Zijian,Rindone,Staff,1989-07-09,40000
290284,Kwangjo,Menhardt,Engineer,1996-01-11,52459
290010,Fox,Lodder,Staff,1988-02-17,105995
290467,Shaowen,Poulakidas,Senior Staff,1992-04-14,47812
290467,Shaowen,Poulakidas,Staff,1987-04-15,47812
290478,Tsvetan,Sherertz,Assistant Engineer,1989-08-07,54683
290478,Tsvetan,Sherertz,Engineer,1998-08-07,54683
290563,Shigehiro,Oxenboll,Senior Engineer,1986-02-26,40000
290441,Gregory,Collavizza,Senior Staff,1993-09-08,91982
290441,Gregory,Collavizza,Staff,1987-09-09,91982
291349,Constantijn,Rusterholz,Staff,1998-08-28,41067
290769,Lalit,Blokdijk,Senior Engineer,1999-02-01,44580
291352,Danai,Trelles,Technique Leader,1992-04-17,55697
291368,Gita,Rodier,Staff,1990-08-24,81878
291612,Siamak,Gomatam,Engineer,1998-07-08,40000
291669,Faiza,Bach,Engineer,1999-09-13,59691
291755,Ebru,Doering,Assistant Engineer,1994-08-27,40649
291819,Uriel,Georg,Senior Staff,1999-06-08,40000
291819,Uriel,Georg,Staff,1991-06-08,40000
292110,Menkae,Showalter,Engineer,1996-08-09,53348
292110,Menkae,Showalter,Senior Engineer,2001-08-09,53348
292374,Shridhar,Chvatal,Staff,1989-10-02,45955
292146,Khatoun,Pulkowski,Engineer,1998-01-11,40000
292210,Masaru,Huhdanpaa,Engineer,1996-11-23,57954
292210,Masaru,Huhdanpaa,Senior Engineer,2001-11-23,57954
292404,Hongzue,Zultner,Senior Staff,1990-02-22,44910
292515,Bernd,Thummel,Assistant Engineer,1989-08-03,40000
292504,Georgi,Bednarek,Engineer,1994-03-02,40000
292504,Georgi,Bednarek,Senior Engineer,2002-03-02,40000
292515,Bernd,Thummel,Engineer,1998-08-03,40000
293080,Hideyuki,Slaats,Senior Staff,1987-05-30,59821
292828,Ziya,Tokunaga,Engineer,1986-01-08,40000
292828,Ziya,Tokunaga,Senior Engineer,1995-01-08,40000
292901,Shuky,Journel,Engineer,1985-02-14,61596
292901,Shuky,Journel,Senior Engineer,1993-02-14,61596
293280,Moti,Steenbeek,Engineer,1987-01-22,40000
293154,Syozo,Maliniak,Senior Staff,1992-11-09,47147
293280,Moti,Steenbeek,Senior Engineer,1993-01-21,40000
293746,Sanjay,Litecky,Engineer,1995-08-27,40000
293329,Fumiya,Griswold,Engineer,1986-06-12,60254
293329,Fumiya,Griswold,Senior Engineer,1994-06-12,60254
293746,Sanjay,Litecky,Senior Engineer,2000-08-26,40000
293752,Jungsoon,Bail,Senior Staff,1994-02-18,60081
293752,Jungsoon,Bail,Staff,1986-02-18,60081
294144,Takanari,Ermel,Senior Staff,1999-01-11,74140
294144,Takanari,Ermel,Staff,1992-01-11,74140
294446,Claudi,Ruemmler,Staff,1999-08-13,57740
294241,Marl,Fiebach,Senior Staff,2000-07-25,74077
294241,Marl,Fiebach,Staff,1994-07-26,74077
294461,Siddarth,Rosiles,Senior Engineer,1985-11-18,44245
294652,Hironobu,Brodie,Engineer,1985-09-17,40000
294527,Ashish,Candan,Senior Staff,1992-02-02,62362
294652,Hironobu,Brodie,Senior Engineer,1993-09-17,40000
294791,Vesna,Lammel,Assistant Engineer,1999-10-08,62854
294857,Caolyn,Ozeri,Engineer,1986-07-29,76899
294857,Caolyn,Ozeri,Senior Engineer,1993-07-29,76899
295236,Kauko,Fujisawa,Engineer,1987-09-13,40000
294996,Tomoyuki,Vigier,Senior Staff,1991-07-08,85555
295030,Fun,Keirsey,Senior Staff,1985-07-09,40000
295236,Kauko,Fujisawa,Senior Engineer,1992-09-12,40000
295254,Xuejun,Pfau,Senior Staff,1993-07-24,40000
295254,Xuejun,Pfau,Staff,1985-07-24,40000
295255,Jacopo,Bellone,Technique Leader,1988-03-13,42789
295262,Moon,Pews,Assistant Engineer,1994-08-06,40000
295411,Chiranjit,Serot,Staff,1997-04-04,53572
295268,Eben,Calkin,Senior Staff,2001-12-19,62556
295268,Eben,Calkin,Staff,1996-12-19,62556
295278,Val,Barvinok,Assistant Engineer,1990-01-02,51829
295278,Val,Barvinok,Engineer,1995-01-02,51829
295278,Val,Barvinok,Senior Engineer,2000-01-02,51829
295476,Shawna,Chiodo,Engineer,1999-01-22,54776
296062,Shaz,Driscoll,Staff,1998-10-03,55272
295857,Kankanahalli,Ciolek,Senior Staff,1998-12-26,44461
295857,Kankanahalli,Ciolek,Staff,1989-12-26,44461
296303,Mariangiola,Heyers,Technique Leader,1992-08-04,55209
296664,Dipayan,Geffroy,Senior Engineer,1987-09-17,40000
296428,Charmane,Simmen,Senior Staff,1997-03-07,62557
